Site,Metric,Set,alg,stage,predictor,vif,partner_most_corr,r_with_partner,dropped
Anvil,max,A,gls_ar1,before,Solar_3d,5.5945299399410615,NA,NA,FALSE
Anvil,max,A,gls_ar1,before,Air_tmin_7day,2.2622103897214205,NA,NA,FALSE
Anvil,max,A,gls_ar1,before,GWT_min_7day,3.42773377812757,NA,NA,FALSE
Anvil,max,A,gls_ar1,before,GWL_max_7day,4.815331600724497,NA,NA,FALSE
Anvil,max,A,gls_ar1,before,ppt,1.6031511556131908,NA,NA,FALSE
Anvil,max,A,gls_ar1,before,Air_trange,2.262069284435949,NA,NA,FALSE
Anvil,max,A,gls_ar1,before,WL_daily_range,1.3047659848134479,NA,NA,FALSE
Anvil,max,A,gls_ar1,before,GWT_range,1.1616693137733145,NA,NA,FALSE
Anvil,max,A,gls_ar1,after,Air_tmin_7day,2.216305932813919,NA,NA,FALSE
Anvil,max,A,gls_ar1,after,GWT_min_7day,3.364860215858396,NA,NA,FALSE
Anvil,max,A,gls_ar1,after,GWL_max_7day,1.9550053072401197,NA,NA,FALSE
Anvil,max,A,gls_ar1,after,ppt,1.396422527064842,NA,NA,FALSE
Anvil,max,A,gls_ar1,after,Air_trange,1.5952973185265757,NA,NA,FALSE
Anvil,max,A,gls_ar1,after,WL_daily_range,1.3044818380757355,NA,NA,FALSE
Anvil,max,A,gls_ar1,after,GWT_range,1.1506315139714807,NA,NA,FALSE
Anvil,max,A,gls_ar1,dropped,Solar_3d,5.5945299399410615,NA,0.06654729862547226,TRUE
Anvil,max,B,gls_ar1,before,Solar_3d,1.8813435683361062,NA,NA,FALSE
Anvil,max,B,gls_ar1,before,Air_tmin_7day,1.0751452714335916,NA,NA,FALSE
Anvil,max,B,gls_ar1,before,ppt,1.399678438164549,NA,NA,FALSE
Anvil,max,B,gls_ar1,before,Air_trange,2.0396747390440075,NA,NA,FALSE
Anvil,max,B,gls_ar1,after,Solar_3d,1.8813435683361062,NA,NA,FALSE
Anvil,max,B,gls_ar1,after,Air_tmin_7day,1.0751452714335916,NA,NA,FALSE
Anvil,max,B,gls_ar1,after,ppt,1.399678438164549,NA,NA,FALSE
Anvil,max,B,gls_ar1,after,Air_trange,2.0396747390440075,NA,NA,FALSE
Anvil,mean,A,gls_ar1,before,Solar_3d,5.67148361961501,NA,NA,FALSE
Anvil,mean,A,gls_ar1,before,Air_tmin,1.365270809215192,NA,NA,FALSE
Anvil,mean,A,gls_ar1,before,GWT_min_7day,2.3833011955205103,NA,NA,FALSE
Anvil,mean,A,gls_ar1,before,GWL_max_7day,5.004153258183543,NA,NA,FALSE
Anvil,mean,A,gls_ar1,before,ppt,1.6293186828444302,NA,NA,FALSE
Anvil,mean,A,gls_ar1,before,Air_trange,2.280070639979153,NA,NA,FALSE
Anvil,mean,A,gls_ar1,before,GWT_range,1.1158917614821562,NA,NA,FALSE
Anvil,mean,A,gls_ar1,before,GWL_range,1.2306731655650636,NA,NA,FALSE
Anvil,mean,A,gls_ar1,after,Air_tmin,1.331851849838906,NA,NA,FALSE
Anvil,mean,A,gls_ar1,after,GWT_min_7day,2.242650760735274,NA,NA,FALSE
Anvil,mean,A,gls_ar1,after,GWL_max_7day,1.9663684626752294,NA,NA,FALSE
Anvil,mean,A,gls_ar1,after,ppt,1.4380762476437765,NA,NA,FALSE
Anvil,mean,A,gls_ar1,after,Air_trange,1.5978372162725598,NA,NA,FALSE
Anvil,mean,A,gls_ar1,after,GWT_range,1.098328041034482,NA,NA,FALSE
Anvil,mean,A,gls_ar1,after,GWL_range,1.2136693408513228,NA,NA,FALSE
Anvil,mean,A,gls_ar1,dropped,Solar_3d,5.67148361961501,NA,0.16757070542247418,TRUE
Anvil,mean,B,gls_ar1,before,Solar_3d,1.8578930466708843,NA,NA,FALSE
Anvil,mean,B,gls_ar1,before,Air_tmin,1.0795428985155013,NA,NA,FALSE
Anvil,mean,B,gls_ar1,before,ppt,1.371967368786909,NA,NA,FALSE
Anvil,mean,B,gls_ar1,before,Air_trange,2.0554857562324553,NA,NA,FALSE
Anvil,mean,B,gls_ar1,after,Solar_3d,1.8578930466708843,NA,NA,FALSE
Anvil,mean,B,gls_ar1,after,Air_tmin,1.0795428985155013,NA,NA,FALSE
Anvil,mean,B,gls_ar1,after,ppt,1.371967368786909,NA,NA,FALSE
Anvil,mean,B,gls_ar1,after,Air_trange,2.0554857562324553,NA,NA,FALSE
Anvil,range,A,gls_ar1,before,Solar_daily,2.402205155934264,NA,NA,FALSE
Anvil,range,A,gls_ar1,before,Air_tmean_7day,2.5979348584386477,NA,NA,FALSE
Anvil,range,A,gls_ar1,before,GWT_min_7day,3.1575798455774673,NA,NA,FALSE
Anvil,range,A,gls_ar1,before,GWL_max_7day,3.253071328438217,NA,NA,FALSE
Anvil,range,A,gls_ar1,before,ppt_7day,1.8173822073894519,NA,NA,FALSE
Anvil,range,A,gls_ar1,before,Air_trange,1.6887002169178569,NA,NA,FALSE
Anvil,range,A,gls_ar1,before,WL_daily_range,1.272839378481409,NA,NA,FALSE
Anvil,range,A,gls_ar1,before,GWT_range,1.1342303149377635,NA,NA,FALSE
Anvil,range,A,gls_ar1,after,Solar_daily,2.402205155934264,NA,NA,FALSE
Anvil,range,A,gls_ar1,after,Air_tmean_7day,2.5979348584386477,NA,NA,FALSE
Anvil,range,A,gls_ar1,after,GWT_min_7day,3.1575798455774673,NA,NA,FALSE
Anvil,range,A,gls_ar1,after,GWL_max_7day,3.253071328438217,NA,NA,FALSE
Anvil,range,A,gls_ar1,after,ppt_7day,1.8173822073894519,NA,NA,FALSE
Anvil,range,A,gls_ar1,after,Air_trange,1.6887002169178569,NA,NA,FALSE
Anvil,range,A,gls_ar1,after,WL_daily_range,1.272839378481409,NA,NA,FALSE
Anvil,range,A,gls_ar1,after,GWT_range,1.1342303149377635,NA,NA,FALSE
Anvil,range,B,gls_ar1,before,Solar_daily,1.3652884892781019,NA,NA,FALSE
Anvil,range,B,gls_ar1,before,Air_tmean_7day,1.6603941236355526,NA,NA,FALSE
Anvil,range,B,gls_ar1,before,ppt_7day,1.7688232837339473,NA,NA,FALSE
Anvil,range,B,gls_ar1,before,Air_trange,1.633049453740428,NA,NA,FALSE
Anvil,range,B,gls_ar1,after,Solar_daily,1.3652884892781019,NA,NA,FALSE
Anvil,range,B,gls_ar1,after,Air_tmean_7day,1.6603941236355526,NA,NA,FALSE
Anvil,range,B,gls_ar1,after,ppt_7day,1.7688232837339473,NA,NA,FALSE
Anvil,range,B,gls_ar1,after,Air_trange,1.633049453740428,NA,NA,FALSE
Butte,max,A,gls_ar1,before,Solar_2d,2.951149286399319,NA,NA,FALSE
Butte,max,A,gls_ar1,before,WL_max_2day,10.098011606790571,NA,NA,FALSE
Butte,max,A,gls_ar1,before,WL_min_2day,13.67994614702006,NA,NA,FALSE
Butte,max,A,gls_ar1,before,Air_tmin,1.4116022596155107,NA,NA,FALSE
Butte,max,A,gls_ar1,before,GWT_min_7day,2.670387385525146,NA,NA,FALSE
Butte,max,A,gls_ar1,before,ppt_7day,1.677282883244677,NA,NA,FALSE
Butte,max,A,gls_ar1,before,Air_trange,2.910482830504493,NA,NA,FALSE
Butte,max,A,gls_ar1,before,WL_daily_range,5.078896454663571,NA,NA,FALSE
Butte,max,A,gls_ar1,before,GWT_range,1.1234641475187612,NA,NA,FALSE
Butte,max,A,gls_ar1,after,Solar_2d,2.764068831992842,NA,NA,FALSE
Butte,max,A,gls_ar1,after,WL_max_2day,2.2345789851007067,NA,NA,FALSE
Butte,max,A,gls_ar1,after,Air_tmin,1.409254594462133,NA,NA,FALSE
Butte,max,A,gls_ar1,after,GWT_min_7day,2.667435071716865,NA,NA,FALSE
Butte,max,A,gls_ar1,after,ppt_7day,1.6717766361247235,NA,NA,FALSE
Butte,max,A,gls_ar1,after,Air_trange,2.163336196504037,NA,NA,FALSE
Butte,max,A,gls_ar1,after,WL_daily_range,1.2586177365971492,NA,NA,FALSE
Butte,max,A,gls_ar1,after,GWT_range,1.123462270026722,NA,NA,FALSE
Butte,max,A,gls_ar1,dropped,WL_min_2day,13.67994614702006,NA,-0.03168860105832656,TRUE
Butte,max,B,gls_ar1,before,Solar_2d,1.8851348229442018,NA,NA,FALSE
Butte,max,B,gls_ar1,before,Air_tmin,1.1587959764094018,NA,NA,FALSE
Butte,max,B,gls_ar1,before,ppt_7day,1.3446249068261362,NA,NA,FALSE
Butte,max,B,gls_ar1,before,Air_trange,2.087118979647264,NA,NA,FALSE
Butte,max,B,gls_ar1,after,Solar_2d,1.8851348229442018,NA,NA,FALSE
Butte,max,B,gls_ar1,after,Air_tmin,1.1587959764094018,NA,NA,FALSE
Butte,max,B,gls_ar1,after,ppt_7day,1.3446249068261362,NA,NA,FALSE
Butte,max,B,gls_ar1,after,Air_trange,2.087118979647264,NA,NA,FALSE
Butte,mean,A,gls_ar1,before,Solar_3d,3.7178619583122225,NA,NA,FALSE
Butte,mean,A,gls_ar1,before,WL_max_2day,5.05644966507281,NA,NA,FALSE
Butte,mean,A,gls_ar1,before,WL_min_3day,5.288172707173253,NA,NA,FALSE
Butte,mean,A,gls_ar1,before,Air_tmax_2day,12.829225449041616,NA,NA,FALSE
Butte,mean,A,gls_ar1,before,Air_tmin,6.184165136187799,NA,NA,FALSE
Butte,mean,A,gls_ar1,before,GWT_max,2.737299359410615,NA,NA,FALSE
Butte,mean,A,gls_ar1,before,ppt_7day,1.9868228671333648,NA,NA,FALSE
Butte,mean,A,gls_ar1,before,Air_trange,4.501516183946547,NA,NA,FALSE
Butte,mean,A,gls_ar1,before,GWT_range,1.1216378678433188,NA,NA,FALSE
Butte,mean,A,gls_ar1,before,GWL_range,2.312743697121271,NA,NA,FALSE
Butte,mean,A,gls_ar1,after,Solar_3d,3.397297646829601,NA,NA,FALSE
Butte,mean,A,gls_ar1,after,WL_max_2day,4.703366207427829,NA,NA,FALSE
Butte,mean,A,gls_ar1,after,WL_min_3day,4.918537748587795,NA,NA,FALSE
Butte,mean,A,gls_ar1,after,Air_tmin,1.4188612379495775,NA,NA,FALSE
Butte,mean,A,gls_ar1,after,GWT_max,2.6956713618637553,NA,NA,FALSE
Butte,mean,A,gls_ar1,after,ppt_7day,1.9000392763266354,NA,NA,FALSE
Butte,mean,A,gls_ar1,after,Air_trange,2.3300572735790084,NA,NA,FALSE
Butte,mean,A,gls_ar1,after,GWT_range,1.1199961883430243,NA,NA,FALSE
Butte,mean,A,gls_ar1,after,GWL_range,2.162505591273977,NA,NA,FALSE
Butte,mean,A,gls_ar1,dropped,Air_tmax_2day,12.829225449041616,NA,0.570561258594583,TRUE
Butte,mean,B,gls_ar1,before,Solar_3d,2.0751841308441916,NA,NA,FALSE
Butte,mean,B,gls_ar1,before,Air_tmax_2day,11.614606962024013,NA,NA,FALSE
Butte,mean,B,gls_ar1,before,Air_tmin,5.623322707035203,NA,NA,FALSE
Butte,mean,B,gls_ar1,before,ppt_7day,1.4800154335871576,NA,NA,FALSE
Butte,mean,B,gls_ar1,before,Air_trange,4.233087137700866,NA,NA,FALSE
Butte,mean,B,gls_ar1,after,Solar_3d,1.9429857722580444,NA,NA,FALSE
Butte,mean,B,gls_ar1,after,Air_tmin,1.1574529558961169,NA,NA,FALSE
Butte,mean,B,gls_ar1,after,ppt_7day,1.3685366796757001,NA,NA,FALSE
Butte,mean,B,gls_ar1,after,Air_trange,2.039956969367776,NA,NA,FALSE
Butte,mean,B,gls_ar1,dropped,Air_tmax_2day,11.614606962024013,NA,0.570561258594583,TRUE
Butte,range,A,gls_ar1,before,Solar_daily,2.283567435666479,NA,NA,FALSE
Butte,range,A,gls_ar1,before,WL_max_7day,7.823377223481563,NA,NA,FALSE
Butte,range,A,gls_ar1,before,WL_daily_min,8.838994410506125,NA,NA,FALSE
Butte,range,A,gls_ar1,before,Air_tmin_7day,1.9933414110749659,NA,NA,FALSE
Butte,range,A,gls_ar1,before,GWT_min_7day,3.392966472899835,NA,NA,FALSE
Butte,range,A,gls_ar1,before,ppt,1.8523468017071238,NA,NA,FALSE
Butte,range,A,gls_ar1,before,Air_trange,1.729966633866457,NA,NA,FALSE
Butte,range,A,gls_ar1,before,WL_daily_range,3.1082307293823357,NA,NA,FALSE
Butte,range,A,gls_ar1,before,GWT_range,1.1591871730254555,NA,NA,FALSE
Butte,range,A,gls_ar1,after,Solar_daily,2.127641920881029,NA,NA,FALSE
Butte,range,A,gls_ar1,after,WL_max_7day,2.8195516696740377,NA,NA,FALSE
Butte,range,A,gls_ar1,after,Air_tmin_7day,1.8289795357441685,NA,NA,FALSE
Butte,range,A,gls_ar1,after,GWT_min_7day,3.360875537544778,NA,NA,FALSE
Butte,range,A,gls_ar1,after,ppt,1.5053099925890057,NA,NA,FALSE
Butte,range,A,gls_ar1,after,Air_trange,1.7211292668226839,NA,NA,FALSE
Butte,range,A,gls_ar1,after,WL_daily_range,1.27145164525613,NA,NA,FALSE
Butte,range,A,gls_ar1,after,GWT_range,1.1549279844092486,NA,NA,FALSE
Butte,range,A,gls_ar1,dropped,WL_daily_min,8.838994410506125,NA,-0.08275844737355864,TRUE
Butte,range,B,gls_ar1,before,Solar_daily,1.431606481062948,NA,NA,FALSE
Butte,range,B,gls_ar1,before,Air_tmin_7day,1.0639368672247458,NA,NA,FALSE
Butte,range,B,gls_ar1,before,ppt,1.4017689865711693,NA,NA,FALSE
Butte,range,B,gls_ar1,before,Air_trange,1.6261034573288253,NA,NA,FALSE
Butte,range,B,gls_ar1,after,Solar_daily,1.431606481062948,NA,NA,FALSE
Butte,range,B,gls_ar1,after,Air_tmin_7day,1.0639368672247458,NA,NA,FALSE
Butte,range,B,gls_ar1,after,ppt,1.4017689865711693,NA,NA,FALSE
Butte,range,B,gls_ar1,after,Air_trange,1.6261034573288253,NA,NA,FALSE
Cooper,max,A,gls_ar1,before,Solar_daily,1.4008307858703501,NA,NA,FALSE
Cooper,max,A,gls_ar1,before,Air_tmin_3day,1.2477544244452479,NA,NA,FALSE
Cooper,max,A,gls_ar1,before,ppt_7day,1.6106013947110114,NA,NA,FALSE
Cooper,max,A,gls_ar1,before,Air_trange,1.6373588513561668,NA,NA,FALSE
Cooper,max,A,gls_ar1,after,Solar_daily,1.4008307858703501,NA,NA,FALSE
Cooper,max,A,gls_ar1,after,Air_tmin_3day,1.2477544244452479,NA,NA,FALSE
Cooper,max,A,gls_ar1,after,ppt_7day,1.6106013947110114,NA,NA,FALSE
Cooper,max,A,gls_ar1,after,Air_trange,1.6373588513561668,NA,NA,FALSE
Cooper,max,B,gls_ar1,before,Solar_daily,1.4008307858703501,NA,NA,FALSE
Cooper,max,B,gls_ar1,before,Air_tmin_3day,1.2477544244452479,NA,NA,FALSE
Cooper,max,B,gls_ar1,before,ppt_7day,1.6106013947110114,NA,NA,FALSE
Cooper,max,B,gls_ar1,before,Air_trange,1.6373588513561668,NA,NA,FALSE
Cooper,max,B,gls_ar1,after,Solar_daily,1.4008307858703501,NA,NA,FALSE
Cooper,max,B,gls_ar1,after,Air_tmin_3day,1.2477544244452479,NA,NA,FALSE
Cooper,max,B,gls_ar1,after,ppt_7day,1.6106013947110114,NA,NA,FALSE
Cooper,max,B,gls_ar1,after,Air_trange,1.6373588513561668,NA,NA,FALSE
Cooper,mean,A,gls_ar1,before,Solar_daily,1.4008307858703493,NA,NA,FALSE
Cooper,mean,A,gls_ar1,before,Air_tmin_3day,1.2477544244452474,NA,NA,FALSE
Cooper,mean,A,gls_ar1,before,ppt_7day,1.6106013947110103,NA,NA,FALSE
Cooper,mean,A,gls_ar1,before,Air_trange,1.6373588513561659,NA,NA,FALSE
Cooper,mean,A,gls_ar1,after,Solar_daily,1.4008307858703493,NA,NA,FALSE
Cooper,mean,A,gls_ar1,after,Air_tmin_3day,1.2477544244452474,NA,NA,FALSE
Cooper,mean,A,gls_ar1,after,ppt_7day,1.6106013947110103,NA,NA,FALSE
Cooper,mean,A,gls_ar1,after,Air_trange,1.6373588513561659,NA,NA,FALSE
Cooper,mean,B,gls_ar1,before,Solar_daily,1.4008307858703493,NA,NA,FALSE
Cooper,mean,B,gls_ar1,before,Air_tmin_3day,1.2477544244452474,NA,NA,FALSE
Cooper,mean,B,gls_ar1,before,ppt_7day,1.6106013947110103,NA,NA,FALSE
Cooper,mean,B,gls_ar1,before,Air_trange,1.6373588513561659,NA,NA,FALSE
Cooper,mean,B,gls_ar1,after,Solar_daily,1.4008307858703493,NA,NA,FALSE
Cooper,mean,B,gls_ar1,after,Air_tmin_3day,1.2477544244452474,NA,NA,FALSE
Cooper,mean,B,gls_ar1,after,ppt_7day,1.6106013947110103,NA,NA,FALSE
Cooper,mean,B,gls_ar1,after,Air_trange,1.6373588513561659,NA,NA,FALSE
Cooper,range,A,gls_ar1,before,Solar_daily,1.402848771820258,NA,NA,FALSE
Cooper,range,A,gls_ar1,before,Air_tmean,2.9376796364155333,NA,NA,FALSE
Cooper,range,A,gls_ar1,before,Air_tmin_7day,1.6175957746015808,NA,NA,FALSE
Cooper,range,A,gls_ar1,before,ppt,1.3399567823109793,NA,NA,FALSE
Cooper,range,A,gls_ar1,before,Air_trange,2.536448743107138,NA,NA,FALSE
Cooper,range,A,gls_ar1,after,Solar_daily,1.402848771820258,NA,NA,FALSE
Cooper,range,A,gls_ar1,after,Air_tmean,2.9376796364155333,NA,NA,FALSE
Cooper,range,A,gls_ar1,after,Air_tmin_7day,1.6175957746015808,NA,NA,FALSE
Cooper,range,A,gls_ar1,after,ppt,1.3399567823109793,NA,NA,FALSE
Cooper,range,A,gls_ar1,after,Air_trange,2.536448743107138,NA,NA,FALSE
Cooper,range,B,gls_ar1,before,Solar_daily,1.402848771820258,NA,NA,FALSE
Cooper,range,B,gls_ar1,before,Air_tmean,2.9376796364155333,NA,NA,FALSE
Cooper,range,B,gls_ar1,before,Air_tmin_7day,1.6175957746015808,NA,NA,FALSE
Cooper,range,B,gls_ar1,before,ppt,1.3399567823109793,NA,NA,FALSE
Cooper,range,B,gls_ar1,before,Air_trange,2.536448743107138,NA,NA,FALSE
Cooper,range,B,gls_ar1,after,Solar_daily,1.402848771820258,NA,NA,FALSE
Cooper,range,B,gls_ar1,after,Air_tmean,2.9376796364155333,NA,NA,FALSE
Cooper,range,B,gls_ar1,after,Air_tmin_7day,1.6175957746015808,NA,NA,FALSE
Cooper,range,B,gls_ar1,after,ppt,1.3399567823109793,NA,NA,FALSE
Cooper,range,B,gls_ar1,after,Air_trange,2.536448743107138,NA,NA,FALSE
Crater,max,A,gls_ar1,before,Solar_7d,6.529055589377582,NA,NA,FALSE
Crater,max,A,gls_ar1,before,WL_min_7day,6.458137136823016,NA,NA,FALSE
Crater,max,A,gls_ar1,before,Air_tmean_3day,1.8276485952407473,NA,NA,FALSE
Crater,max,A,gls_ar1,before,ppt_7day,2.312717917225077,NA,NA,FALSE
Crater,max,A,gls_ar1,before,Air_trange,1.5656957670625056,NA,NA,FALSE
Crater,max,A,gls_ar1,before,GWT_range,1.2548203009520957,NA,NA,FALSE
Crater,max,A,gls_ar1,before,GWL_range,1.5878871308338347,NA,NA,FALSE
Crater,max,A,gls_ar1,before,Water_area_m2_3d,1.8449100172293655,NA,NA,FALSE
Crater,max,A,gls_ar1,after,WL_min_7day,1.83136709469704,NA,NA,FALSE
Crater,max,A,gls_ar1,after,Air_tmean_3day,1.7314171829861118,NA,NA,FALSE
Crater,max,A,gls_ar1,after,ppt_7day,1.472597958463069,NA,NA,FALSE
Crater,max,A,gls_ar1,after,Air_trange,1.5651622012059783,NA,NA,FALSE
Crater,max,A,gls_ar1,after,GWT_range,1.2542835388791453,NA,NA,FALSE
Crater,max,A,gls_ar1,after,GWL_range,1.275403984905117,NA,NA,FALSE
Crater,max,A,gls_ar1,after,Water_area_m2_3d,1.8386470261074714,NA,NA,FALSE
Crater,max,A,gls_ar1,dropped,Solar_7d,6.529055589377582,NA,0.7586741123317018,TRUE
Crater,max,B,gls_ar1,before,Solar_7d,1.5697721579442498,NA,NA,FALSE
Crater,max,B,gls_ar1,before,Air_tmean_3day,1.5779223560961089,NA,NA,FALSE
Crater,max,B,gls_ar1,before,ppt_7day,1.6252051751860586,NA,NA,FALSE
Crater,max,B,gls_ar1,before,Air_trange,1.6464795180539729,NA,NA,FALSE
Crater,max,B,gls_ar1,after,Solar_7d,1.5697721579442498,NA,NA,FALSE
Crater,max,B,gls_ar1,after,Air_tmean_3day,1.5779223560961089,NA,NA,FALSE
Crater,max,B,gls_ar1,after,ppt_7day,1.6252051751860586,NA,NA,FALSE
Crater,max,B,gls_ar1,after,Air_trange,1.6464795180539729,NA,NA,FALSE
Crater,mean,A,gls_ar1,before,Solar_7d,6.529055589377586,NA,NA,FALSE
Crater,mean,A,gls_ar1,before,WL_min_7day,6.458137136823022,NA,NA,FALSE
Crater,mean,A,gls_ar1,before,Air_tmean_3day,1.827648595240748,NA,NA,FALSE
Crater,mean,A,gls_ar1,before,ppt_7day,2.3127179172250782,NA,NA,FALSE
Crater,mean,A,gls_ar1,before,Air_trange,1.5656957670625067,NA,NA,FALSE
Crater,mean,A,gls_ar1,before,GWT_range,1.2548203009520962,NA,NA,FALSE
Crater,mean,A,gls_ar1,before,GWL_range,1.5878871308338358,NA,NA,FALSE
Crater,mean,A,gls_ar1,before,Water_area_m2_3d,1.8449100172293662,NA,NA,FALSE
Crater,mean,A,gls_ar1,after,WL_min_7day,1.8313670946970395,NA,NA,FALSE
Crater,mean,A,gls_ar1,after,Air_tmean_3day,1.7314171829861122,NA,NA,FALSE
Crater,mean,A,gls_ar1,after,ppt_7day,1.4725979584630686,NA,NA,FALSE
Crater,mean,A,gls_ar1,after,Air_trange,1.5651622012059778,NA,NA,FALSE
Crater,mean,A,gls_ar1,after,GWT_range,1.2542835388791447,NA,NA,FALSE
Crater,mean,A,gls_ar1,after,GWL_range,1.275403984905117,NA,NA,FALSE
Crater,mean,A,gls_ar1,after,Water_area_m2_3d,1.8386470261074714,NA,NA,FALSE
Crater,mean,A,gls_ar1,dropped,Solar_7d,6.529055589377586,NA,0.7586741123317018,TRUE
Crater,mean,B,gls_ar1,before,Solar_7d,1.5697721579442492,NA,NA,FALSE
Crater,mean,B,gls_ar1,before,Air_tmean_3day,1.5779223560961078,NA,NA,FALSE
Crater,mean,B,gls_ar1,before,ppt_7day,1.625205175186058,NA,NA,FALSE
Crater,mean,B,gls_ar1,before,Air_trange,1.6464795180539722,NA,NA,FALSE
Crater,mean,B,gls_ar1,after,Solar_7d,1.5697721579442492,NA,NA,FALSE
Crater,mean,B,gls_ar1,after,Air_tmean_3day,1.5779223560961078,NA,NA,FALSE
Crater,mean,B,gls_ar1,after,ppt_7day,1.625205175186058,NA,NA,FALSE
Crater,mean,B,gls_ar1,after,Air_trange,1.6464795180539722,NA,NA,FALSE
Crater,range,A,gls_ar1,before,Solar_daily,2.106005150636893,NA,NA,FALSE
Crater,range,A,gls_ar1,before,WL_min_7day,2.7430369244620456,NA,NA,FALSE
